gameId,gameTypeId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2024020160,2,2024-10-30,17.9,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,0,1,0,0,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,22,0,0,16,0,0,0,0,0,15,0,0,14,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2024020183,2,2024-11-02,13.283333333333333,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,7,0,0,1,0,0,2,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1,0,0,10,0,0,19,0,0,1,0,0,7,0,0,15,0,0,1,0,0,7,0,0,10,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0
2024020207,2,2024-11-06,13.116666666666667,0,0.48333333333333334,0,0,0,6,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,14,0,0,1,0,0,13,0,0,9,0,0,1,0,0,11,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,2,0,0
2024020223,2,2024-11-08,13.316666666666666,0,0.75,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,9,0,0,2,0,0,14,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,8,0,1,15,0,0,0,0,0,3,0,0,11,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,3,0,0
2024020244,2,2024-11-11,16.066666666666666,0,1.2166666666666666,0,0,0,8,0,0,0,0,0,13,0,0,3,0,0,7,0,0,2,0,0,4,0,0,0,0,1,1,0,1,1,0,0,4,0,0,0,0,0,2,0,0,2,0,0,2,0,0,4,0,0,23,0,0,17,0,0,1,0,0,16,0,0,15,0,0,0,0,0,14,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0
2024020256,2,2024-11-13,15.333333333333334,0,2.25,0,0,0,6,0,2,0,0,0,2,0,0,2,0,0,4,0,0,2,0,0,5,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,10,0,0,12,0,6,2,0,0,9,0,0,9,0,5,1,0,0,5,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2024020270,2,2024-11-15,14.766666666666667,0,1.9166666666666667,0,0,0,8,0,0,0,0,0,10,0,0,2,0,1,10,0,1,1,0,0,6,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,11,0,0,23,0,0,0,0,0,8,0,0,12,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2024020286,2,2024-11-17,15.05,0,0,0,0,0,10,0,0,0,0,0,11,0,0,1,0,0,7,0,0,1,0,0,7,0,0,0,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,21,0,0,16,0,0,2,0,0,19,0,0,12,0,0,2,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2024020301,2,2024-11-20,16.733333333333334,0,0.75,0,0,0,7,0,0,0,0,0,5,0,1,1,0,0,10,0,0,4,0,0,10,0,0,0,0,0,4,0,0,1,0,0,2,0,0,4,0,0,6,0,0,4,0,0,4,0,0,6,0,0,22,0,0,9,0,2,4,0,0,10,0,0,6,0,2,3,0,0,6,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2024020307,2,2024-11-21,18.516666666666666,0,3.6666666666666665,0,0,0,10,0,2,0,0,0,9,0,3,1,0,0,13,0,1,2,0,0,14,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,6,0,0,7,0,0,22,0,0,24,0,11,5,0,0,17,0,0,16,0,8,5,0,0,13,0,0,13,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,1,1,0,0,2,0,0,2,0,1
2024020322,2,2024-11-23,15.9,0,2.566666666666667,0,0,0,10,0,1,0,0,0,6,0,3,3,0,0,4,0,0,9,0,0,18,0,0,1,0,0,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,1,14,0,3,1,0,0,4,0,1,11,0,1,1,0,0,4,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,1,0,0
2024020468,2,2024-12-12,15.916666666666666,0,0,0,0,0,7,0,0,0,0,0,4,0,0,2,0,0,10,0,0,6,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,11,0,0,1,0,0,11,0,0,8,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0
2024020477,2,2024-12-14,15.8,0,0,0,0,0,9,0,0,0,0,0,7,0,0,3,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,0,0,12,0,0,2,0,0,13,0,0,9,0,0,2,0,0,9,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2024020493,2,2024-12-15,15.733333333333333,0,0,0,0,0,11,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,3,0,0,2,0,0,4,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,15,0,0,1,0,0,18,0,0,12,0,0,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024020519,2,2024-12-19,14.3,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,4,0,0,4,0,0,10,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,21,0,0,0,0,0,5,0,0,12,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
2024020538,2,2024-12-21,15.166666666666666,0,2.0166666666666666,0,0,0,6,0,1,0,0,0,10,0,0,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,16,0,0,12,0,4,2,0,0,14,0,0,9,0,2,2,0,0,8,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1
2024020557,2,2024-12-23,13.7,0,1.6,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,7,0,0,2,0,0,4,0,0,0,0,0,1,0,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,13,0,0,2,0,0,15,0,0,8,0,0,1,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2024020565,2,2024-12-27,14.516666666666667,0,0,0,0,0,8,0,0,0,0,0,6,0,0,2,0,0,5,0,0,2,0,0,8,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,20,0,0,1,0,0,12,0,0,13,0,0,0,0,0,9,0,0,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2024020584,2,2024-12-29,13.1,0,0.9833333333333333,0,0,0,6,0,0,0,0,0,6,0,0,3,0,0,7,0,2,1,0,0,9,0,0,0,0,0,3,0,0,1,0,0,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,0,14,0,0,16,0,0,2,0,0,10,0,0,13,0,0,2,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0
2024020591,2,2024-12-31,19.466666666666665,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1,0,0,5,0,0,5,0,0,21,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,14,0,0,1,0,0,13,0,0,9,0,0,1,0,0,8,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2024020612,2,2025-01-02,15.233333333333333,0,0,0,0,0,7,0,0,0,0,0,2,0,0,1,0,0,5,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,16,0,0,14,0,0,2,0,0,13,0,0,11,0,0,1,0,0,11,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0
2024020630,2,2025-01-04,13.65,0,0,0,0,0,3,0,0,0,0,0,4,0,0,1,0,0,6,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,10,0,0,0,0,0,5,0,0,9,0,0,0,0,0,5,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2024020649,2,2025-01-07,16.033333333333335,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,13,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,29,0,0,14,0,0,2,0,0,24,0,0,8,0,0,2,0,0,17,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,5,0,0,2,0,0
2024020663,2,2025-01-09,14.966666666666667,0,1.05,0,0,0,3,0,0,0,0,0,4,0,1,2,0,0,7,0,1,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,14,0,0,15,0,3,5,0,0,12,0,0,10,0,3,4,0,0,8,0,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2024020682,2,2025-01-11,14.216666666666667,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,9,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,11,0,0,7,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2024020688,2,2025-01-12,15.383333333333333,0,1.2666666666666666,0,0,0,7,0,0,0,0,0,8,0,0,0,0,1,7,0,2,5,0,0,15,0,1,0,0,0,0,0,0,1,0,0,8,0,0,4,0,0,11,0,0,0,0,0,5,0,0,3,0,0,15,0,1,11,0,3,3,0,0,10,0,1,9,0,2,1,0,0,6,0,0,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,2,0,0,2,0,0
2024020701,2,2025-01-14,14.5,0,0.6333333333333333,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,10,0,0,3,0,0,6,0,0,1,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,18,0,1,2,0,0,7,0,0,11,0,1,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2024020721,2,2025-01-17,15.85,0,1.2666666666666666,0,0,0,5,0,1,0,0,0,5,0,0,2,0,0,6,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,4,0,0,1,0,0,14,0,1,11,0,3,0,0,0,9,0,1,9,0,3,0,0,0,3,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024020732,2,2025-01-18,14.166666666666666,0,1.2666666666666666,0,0,0,1,0,0,0,0,0,8,0,2,3,0,0,8,0,0,3,0,0,7,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,19,0,0,0,0,0,9,0,0,0,0,0,17,0,1,8,0,3,0,0,0,10,0,1,5,0,3,0,0,0,8,0,1,4,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024020743,2,2025-01-20,17.216666666666665,0,0,0,0,0,8,0,0,0,0,0,13,0,0,1,0,0,9,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,25,0,0,11,0,0,4,0,0,16,0,0,8,0,0,2,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024020765,2,2025-01-23,13.75,0,1.3,0,0,0,8,0,1,0,0,0,2,0,1,1,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,6,0,0,7,0,3,0,0,0,5,0,0,2,0,3,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024020774,2,2025-01-24,12.166666666666666,0,0.9166666666666666,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,7,0,0,22,0,1,0,0,0,6,0,0,16,0,1,0,0,0,3,0,0,11,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0
